"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
-0.82,0,-1.3,0,0.077,0,0,0,0,0,0,0,0,0,0,-0.54,0.094,0,0,0,0,0,0,0,0,-1.9,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,-2.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,0,0,-0.23,0,0,0,0,0,-0.83,0,0,0,0,0,0,0,0,0,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83,0,-0.24,0,-0.3
0,0.0098,0,0,0,0,1.2,0,0,-0.34,-0.62,0,0,0,0,0,0,0,0,-1.2,0,0,0,1.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3,1.4,0,0,-0.48,0.57,-0.019,-0.71,0,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,0,0.56,-2.4,1,0,0,0
0,0.62,0,1.2,-0.14,-0.81,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,-1.4,0.63,-1.5,0,0,0,0,0,0,0,0,0,0.57,1.3,-0.4,0,0,-0.12,0,0,0.72,-1.1,0,0.99,0,0.56,0,-1,0,0,-0.99,0.68,0,0.32,0,0,0,-0.71,0,0,-0.26,0,0,0,0,0,-0.71,0,0,0,0,0,0,0,0,-0.82,0,0,0,0,-0.23,0,-0.29,0,-0.63,0,0.73,0,0,0,0
0.91,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,-0.26,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0.57,0,0.83,0,0,0,0,0,0.092,0,0.94,0,2.2,-0.64,0,0,1.6,0,-0.42,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0.031,0,0,-1.7,0,0,0,0,0.12,-0.47,-1.1,0,1.6,0.44,0,0.72,0,-0.15,0,0,0,0,-1.4
0,0,0,0,0,0,0,0,0,0,0,-0.28,0,0,0,0,0,0,0.58,0,-1.1,1.7,0,0,0.0062,0,0,0,0,1.1,0,0,0,0,0,0.11,0,-0.78,0.19,0,0,0,0,0,0.67,0,0,0,0,-0.99,0,0,0,-0.81,0,0,0,0,0,0,0,0,0,0.28,-2,0,-0.2,0.76,0,0,0,0.0095,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,-0.36,0.2,0,0,0,0,0,0,0,0,0,0.13,0
0,-0.79,0.35,0,-0.12,0,0,0,2.2,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,1.2,0,0,0,0,0,0,0,0,0,-0.29,0,0,0,0,-0.85,0,0,0.43,0,-1.2,0,0.83,-0.24,0,0,-1.4,0,0,0,0,0,0,0,0,0,0,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,-0.46,0,0,0,0,0,0,0,0,-1.1,0.79,-1.5,0,0,0.29,0,-0.35,0,0,-1.2,0,0,0,0
0,0,0.35,0,0,-0.98,0,0.16,0,0,0,0,0,0.48,0,0.41,0,0,0,0,0,0,0,0,-0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.77,0,0,0,0,0,0,0,0,0.43,-0.42,0,-1.5,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,-0.4,0,0,0.63,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.94,0,0,0,-0.33,0,0,0,0,0,-0.19,0,0,0,0,0,0,0,0,0,0,0,-0.59,0,-0.75,0,0.45,0,0,0,0,0,0.17,0,0,0,-0.3,0,0,0,0,-0.58,0,-0.79,0,0,0,0,0,0,0,0,1,0,0,-0.19,0,0,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,1.9,0,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,0.075,1.3
0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.05,0,-0.12,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,1.8,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0.93,0,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0.17,0,0,-0.14,0,0,0,0,1.8,0,0.078,0,0,1.1
0,0,0,0,0,0,1.7,0,0,0.81,0,0,0.82,0,0,0,-0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38,0.93,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,-0.7,0,0,0.82,0,-0.31,0.3,0,0,0,0,0,0,0,0,-2.2,0,0.51,0,-1.5,0,0,0,0,-0.026,0,0.66,0,-0.12,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0.87,0,0,0,0,0,-1.7,0,0,0,0
